type,omschrijving
BEANRAZ02431017,MAGAZIJN WVN 4 EN 5|KAAI 136|2030|ANTWERPEN|Pakhuis|
BEANRAZ02431018,MAGAZIJN ALTAMIRA||2030|ANTWERPEN|Pakhuis|
BEANRAZ02431019,MAGAZIJN W VL|KAAI 134 - 136 - 138|2030|ANTWERPEN|Pakhuis|
BEANRAZ02431020,MAGAZIJN BLAUWHOEF|KAAI 734 - 736|2040|ANTWERPEN|Pakhuis|
BEANRAZ02431021,MAGAZIJN VOGELSANG|KAAI 734 - 736|2040|ANTWERPEN|Pakhuis|
BEANRAZ02431022,MAGAZIJN KRUISWEG|KAAI 734 - 736|2040|ANTWERPEN|Pakhuis|
BEANRAZ02431023,MAGAZIJN JULES SERVAES|HAVEN 650|2040|ANTWERPEN|Pakhuis|
BEANRAZ02431024,"MAGAZIJN HOUSTON, CARACAS, ANKER, NOORDSTER, NOORDKASTEEL|HAVEN 353 - 355|2040|ANTWERPEN|Pakhuis|"
BEANRAZ02431025,TERMINAL KAAI 730||2040|ANTWERPEN|Pakhuis|
BEANRAZ02431026,TERMINAL KAAI 913||2040|ANTWERPEN|Pakhuis|
BEANRAZ02431028,MAGAZIJN PARSIVAL||2030|ANTWERPEN|Pakhuis|
BEANRAZ02431029,MAGAZIJN SIEGFRIED||2030|ANTWERPEN|Pakhuis|
BEANRAZ02431030,MAGAZIJN HERWIG||2030|ANTWERPEN|Pakhuis|
BEANRAZ02431031,MAGAZIJN GUDRUN||2030|ANTWERPEN|Pakhuis|
BEANRAZ02431032,"MAGAZIJN SCHENKELDIJK, VOLGA I EN II||2030|ANTWERPEN|Pakhuis|"
BEANRAZ02431033,MAGAZIJN KRAAGDIJK|KAAI 728|2040|ANTWERPEN|Pakhuis|
BEANRAZ02431034,MAGAZIJN DE VALK I EN II|HAVEN 11|2030|ANTWERPEN|Pakhuis|
BEANRAZ02431035,MAGZIJN ZEEPAARD|HAVEN 9|2030|ANTWERPEN|Pakhuis|
BEANRAZ02431036,MAGAZIJN ISOLDE|HAVEN 9|2030|ANTWERPEN|Pakhuis|
BEANRAZ02431037,MAGAZIJN KAAI 416||2030|ANTWERPEN|Pakhuis|
BEANRAZ02431038,TERREIN KAAI 420||2030|ANTWERPEN|Pakhuis|
BEANRAZ02431039,TERREIN KAAI 742||2040|ANTWERPEN|Pakhuis|
BEANRAZ02431040,TERREIN KAAI 869||2040|ANTWERPEN|Pakhuis|
BEANRAZ02431041,NAGAZIJN TRISTAN|HAVEN 9|2030|ANTWERPEN|Pakhuis|
BEANRAZ02431042,MAGAZIJN REYNAERT||2030|ANTWERPEN|Pakhuis|
BEANRAZ02431043,CONTAINERTERMINAL MANUPORT - HAVEN 520/522||2030|ANTWERPEN|Pakhuis|
BEANRAZ02431045,MAGAZIJN ECOSTORE 1||2030|ANTWERPEN|Pakhuis|
BEANRAZ02431050,KATOEN NATIE (OULAND-KETELHOF)||2030|ANTWERPEN|Pakhuis|
BEANRAZ02431051,KATOEN NATIE (OULAND-SCHENKELDIJK)||2030|ANTWERPEN|Pakhuis|
BEANRAZ02431052,TRUCKERS CHECKPOINT||2030|ANTWERPEN|Pakhuis|
BEANRAZ02431055,MAGAZIJN POLAND||2040|ANTWERPEN|Pakhuis|
BEANRAZ02431056,"MAGAZIJNEN RUBENS, VAN DIJCK, JORDAENS W&W||2030|ANTWERPEN|Pakhuis|"
BEANRAZ02431057,MAGAZIJN CARACAS||2030|ANTWERPEN|Pakhuis|
BEANRAZ02431058,"SILS I, II, III EN IV||2030|ANTWERPEN|Pakhuis|"
BEANRAZ02431062,MAGAZIJN BLAUWHOEF||2040|ANTWERPEN|Pakhuis|
BEANRAZ02431064,MAGAZIJN SCALDIA-VOLGA||2040|ANTWERPEN|Pakhuis|
BEANRAZ02572001,ANTWERP WORLD DIAMOND CENTRE|HOVENIERSSTRAAT 22|2018|ANTWERPEN|Pakhuis|
BEANRAZ02705001,OVERSEAS DISTRIBUTION COMPANY NV||2030|ANTWERPEN|Pakhuis|
BEANRAZ02705002,OVEASES DISTRIBUTION COMPANY NV|MAGAZIJN S2|2030|ANTWERPEN|Pakhuis|
BEANRAZ02754001,TRAFUCO|LICHTERS: TRAFUCO 6 EN 7|2030|ANTWERPEN|Pakhuis|
BEANRAZ02824001,MAGAZIJN TCL1|KLEIN ZUIDLAND|2030|ANTWERPEN|Pakhuis|
BEANRAZ02824002,MAGAZIJN TCL3||2030|ANTWERPEN|Pakhuis|
BEANRAZ02824003,MAGAZIJN TCL4||2030|ANTWERPEN|Pakhuis|
BEANRAZ02825003,NOORDZEETERMINAL KAAI 913||2040|ANTWERPEN|Pakhuis|
BEANRAZ02825004,EUROPATERMINAL 869||2040|ANTWERPEN|Pakhuis|
BEANRAZ02846001,EXSAN (BLAUWHOEFCOMPLEX)||2140|ANTWERPEN|Pakhuis|
BEANRAZ02863001,KOELLOODSEN TEGENOVER KAAIEN 182 TOT 198||2030|ANTWERPEN|Pakhuis|
BEANRAZ02863002,KOELLOODSEN TEGENOVER KAAIEN 206 TOT 212||2030|ANTWERPEN|Pakhuis|
BEANRAZ02863003,KOELLOODSEN TEGENOVER KAAIEN 220 TOT 228||2030|ANTWERPEN|Pakhuis|
BEANRAZ02863004,KOELLOODSEN TEGENOVER KAAIEN 234 TOT 238||2030|ANTWERPEN|Pakhuis|
BEANRAZ02863005,DROGE LOODS TEGENOVER KAAI 220||2030|ANTWERPEN|Pakhuis|
BEANRAZ02863006,LOODSEN ELS 1 + ELS 2||2030|ANTWERPEN|Pakhuis|
BEANRAZ02863007,ANTWERP BULK TERMINAL (KAAI 750 T/M 772)||2030|ANTWERPEN|Pakhuis|
BEANRAZ02863008,SEA TANK TERMINAL ANTWERP 1||2030|ANTWERPEN|Pakhuis|
BEANRAZ02863009,SEA TANK TERMINAL ANTWERP 2||2030|ANTWERPEN|Pakhuis|
BEANRAZ02863010,SEA TANK TERMINAL ANTWERP 3||2030|ANTWERPEN|Pakhuis|
BEANRAZ02863011,KAAIEN 207 T/M 221||2030|ANTWERPEN|Pakhuis|
BEANRAZ02863012,KAAIEN 310 T/M 326||2030|ANTWERPEN|Pakhuis|
BEANRAZ02863014,ASSOCIATED TERMINAL OPERATORS ANTWERP||2030|ANTWERPEN|Pakhuis|
BEANRAZ02863015,ZUIDNATIE NV – TERMINAL BREAKBULK||2030|ANTWERPEN|Pakhuis|
BEANRAZ02863016,PSA ANTWERP EUROPATERMINAL||2030|ANTWERPEN|Pakhuis|
BEANRAZ02863017,PSA ANTWERP NOORDZEETERMINAL||2030|ANTWERPEN|Pakhuis|
BEANRAZ02924001,TANKLICHTER TRAFUCO 6||2030|ANTWERPEN|Pakhuis|
BEANRAZ02924002,TANKLICHTER TRAFUCO 7||2030|ANTWERPEN|Pakhuis|
BEANRAZ02924003,TANKLICHTER TRAFUCO 8||2030|ANTWERPEN|Pakhuis|
BEANRAZ02924004,TANKLICHTER TRAFUCO 9||2030|ANTWERPEN|Pakhuis|
BEANRAZ02924005,TRAFUCO|TANKWAGENS|2030|ANTWERPEN|Pakhuis|
BEANRAZ02924006,"TRAFUCO|TANKLICHTERS 6,7,8 EN 9|2030|ANTWERPEN|Pakhuis|"
BEANRAZ02956001,COVESTRO|HAVEN 507|2040|ANTWERPEN|Pakhuis|
BEANRAZ02956004,RUBENS VAN DIJCK EN JORDAENS|HAVEN 136|2030|ANTWERPEN|Pakhuis|
BEANRAZ02976001,VALK 1 (DEEL 4757M²)||2030|ANTWERPEN|Pakhuis|
BEANRAZ02976002,MARNIX 2 (AFGEBEKEND DEEL)||2030|ANTWERPEN|Pakhuis|
BEANRAZ02976003,MARNIX 3 (RIJ B VAN 1 T/M 7)||2030|ANTWERPEN|Pakhuis|
BEANRAZ02976004,MARNIX SILO||2030|ANTWERPEN|Pakhuis|
BEANRAZ02976005,MARNIX 1 (AFGEBAKEND DEEL)||2030|ANTWERPEN|Pakhuis|
BEANRAZ02976006,STEINWEG 2||2030|ANTWERPEN|Pakhuis|
BEANRAZ02979001,JULES SERVAES I+II||2040|ANTWERPEN|Pakhuis|
BEANRAZ02979002,BLAUWHOEF||2040|ANTWERPEN|Pakhuis|
BEANRAZ02979003,LOGIWELL||2040|ANTWERPEN|Pakhuis|
BEANRAZ02979004,ECOWELL||2040|ANTWERPEN|Pakhuis|
BEANRAZ02979005,EUROCENTER||2030|ANTWERPEN|Pakhuis|
BEANRAZ02985001,"MAGAZIJN JAN SPAAS|COMPARTIMENT 2-3, HAVEN 269|2030|ANTWERPEN|Pakhuis|"
BEANRAZ02985002,"LBC ANTWERPEN TANKS 362,464 EN 1112||2030|ANTWERPEN|Pakhuis|"
BEANRAZ02990001,MOLENBERGNATIE NV MAGAZIJN WILMARSDONK||2030|ANTWERPEN|Pakhuis|
BEANRAZ02990002,MOLENBERGNATIE NV MAGAZIJN MARNIX + SILO||2030|ANTWERPEN|Pakhuis|
BEANRAZ02990003,MOLENBERGNATIE NV MAGAZIJN 3WAYS||2030|ANTWERPEN|Pakhuis|
BEANRAZ02990004,MOLENBERGNATIE NV MAGAZIJN IRIS||2030|ANTWERPEN|Pakhuis|
BEANRAZ02990004,MOLENBERGNATIE NV MAGAZIJN IRIS||2030|ANTWERPEN|Pakhuis|
BEANRAZ02990005,MOLENBERGNATIE NV MAGAZIJN ALTAMIRA||2030|ANTWERPEN|Pakhuis|
BEANRAZ02995001,GUNVOR BELGIUM||2040|ANTWERPEN|Pakhuis|
BEANRAZ02996001,VTE 1||2030|ANTWERPEN|Pakhuis|
BEANRAZ02996002,VTE 2||2040|ANTWERPEN|Pakhuis|
BEANRAZ02997001,"ORION 1, 2 EN 3||2030|ANTWERPEN|Pakhuis|"
BEANRAZ03001001,HARGO LOGISTICS||2030|ANTWERPEN|Pakhuis|
BEANRAZ03001005,PSA EUROPATERMINAL||2040|ANTWERPEN|Pakhuis|
BEANRAZ03001006,VANGUARD LOGISTICS SERVICES BELGIUM||2030|ANTWERPEN|Pakhuis|
BEANRAZ03001007,PSA NOORDZEETERMINAL||2040|ANTWERPEN|Pakhuis|
BEANRAZ03096001,PSA ANTWERP NV|HAVEN 913|2040|ANTWERPEN|Pakhuis|
BEANRAZ03096002,PSA ANTWERP NV|HAVEN 869|2040|ANTWERPEN|Pakhuis|
BEANRAZ03243001,"LANXESS|HAVEN 507, SCHELDELAAN 420|2040|ANTWERPEN|Pakhuis|"
BEANRAZ03243003,"MAGAZIJN RUBENS, VAN DIJCK EN JORDAENS||2060|ANTWERPEN|Pakhuis|"
BEANRAZ03245001,OCEAN NETWORK EXPRESS (EUROPE) LTD. BELGIAN BRANCH||2060|ANTWERPEN|Pakhuis|
BEANRAZ03251001,APOLLO||2040|ANTWERPEN|Pakhuis|
BEANRAZ03251003,ARIANE||2030|ANTWERPEN|Pakhuis|
BEANRAZ03251004,ATLANTIS||2040|ANTWERPEN|Pakhuis|
BEANRAZ03251005,ASTERIX||2040|ANTWERPEN|Pakhuis|
BEANRAZ03251007,ODIN||2040|ANTWERPEN|Pakhuis|
BEANRAZ03251008,FREYA||2040|ANTWERPEN|Pakhuis|
BEANRAZ03251009,BALDUR||2040|ANTWERPEN|Pakhuis|
BEANRAZ03257001,SEA-INVEST|HAVEN 206-212|2030|ANTWERPEN|Pakhuis|
BEANRAZ03257002,SEA-INVEST -ACT|HAVEN 730|2040|ANTWERPEN|Pakhuis|
BEANRAZ03257004,KATOEN NATIE TERMINALS|HAVEN 345-363|2030|ANTWERPEN|Pakhuis|
BEANRAZ03257005,KATOEN NATIE HAZOPWEG|HAVEN 1223-1233|2030|ANTWERPEN|Pakhuis|
BEANRAZ03257007,ZUID NATIE NARVIKSTRAAT|TERMINAL 124-132|2030|ANTWERPEN|Pakhuis|
BEANRAZ03257008,ZUID NATIE MUISBROEKLAAN|HAVEN 466-484|2030|ANTWERPEN|Pakhuis|
BEANRAZ03257010,PSA ANTWERP||2040|ANTWERPEN|Pakhuis|
BEANRAZ03257011,PSA ANTWERP EUROPATERMINAL||2040|ANTWERPEN|Pakhuis|
BEANRAZ03272001,TERMINAL ZUID 11 DD||2030|ANTWERPEN|Pakhuis|
BEANRAZ03272002,ZUIDNATIE BREAKBULK – 464/484 DD||2030|ANTWERPEN|Pakhuis|
BEANRAZ03272003,BECOMAR||2040|ANTWERPEN|Pakhuis|
BEANRAZ03272006,PSA ANTWERP  EUROPATERMINAL – KAAI 869||2040|ANTWERPEN|Pakhuis|
BEANRAZ03272007,PSA ANTWERP  EUROPATERMINAL – KAAI 913||2040|ANTWERPEN|Pakhuis|
BEANRAZ03275001,VAN HULLE||2060|ANTWERPEN|Pakhuis|
BEANRAZ03275002,STEVEDORING & TRADING CY BRABO||2060|ANTWERPEN|Pakhuis|
BEANRAZ03278001,VESTA TERMINAL||2040|ANTWERPEN|Pakhuis|
BEANRAZ03278003,NOORD NATIE TERMINALS||2030|ANTWERPEN|Pakhuis|
BEANRAZ03281001,LBC ANTWERPEN|HAVEN 275|2030|ANTWERPEN|Pakhuis|
BEANRAZ03285001,NOORDNATIE TANKTERMINAL||2030|ANTWERPEN|Pakhuis|
BEANRAZ03291001,MEXICO NATIE-MAGAZIJN ALTAMIRA||2030|ANTWERPEN|Pakhuis|
BEANRAZ03293002,NV ANTWERP CONTAINER TERMINAL||2040|ANTWERPEN|Pakhuis|
BEANRAZ03293003,PSA ANTWERP NV NOORDZEETERMINAL||2040|ANTWERPEN|Pakhuis|
BEANRAZ03293004,PSA ANTWERP NV EUROPATERMINAL||2040|ANTWERPEN|Pakhuis|
BEANRAZ03293008,ZUIDNATIE 734-736||2040|ANTWERPEN|Pakhuis|
BEANRAZ03299003,PSA NOORDZEE TERMINAL|HAVEN 913|2040|ANTWERPEN|Pakhuis|
BEANRAZ03299004,PSA EUROPA TERMINAL|HAVEN 869|2040|ANTWERPEN|Pakhuis|
BEANRAZ03300001,VANS BUNKERS|KAAI 140|2030|ANTWERPEN|Pakhuis|
BEANRAZ03306001,EUROPA TERMINAL|HAVEN 869|2040|ANTWERPEN|Pakhuis|
BEANRAZ03307001,INTERFREIGHT ANTWERP NV||2030|ANTWERPEN|Pakhuis|
BEANRAZ03307002,ANTWERP CONTAINER TERMINAL||2040|ANTWERPEN|Pakhuis|
BEANRAZ03307003,TERMINAL K468 BREAKBULK|K464-484|2030|ANTWERPEN|Pakhuis|
BEANRAZ03307004,TERMINAL ZUID|K104-128/132|2030|ANTWERPEN|Pakhuis|
BEANRAZ03307005,VLS BELGIUM||2030|ANTWERPEN|Pakhuis|
BEANRAZ03307008,PSA NOORDZEETERMINAL|K913|2040|ANTWERPEN|Pakhuis|
BEANRAZ03307009,PSA EUROPA TERMINAL|K869|2040|ANTWERPEN|Pakhuis|
BEANRAZ0976001,VALK 1 (DEEL 4757M²)||2030|ANTWERPEN|Pakhuis|
BEANRB0395001,CONTAINERTERMINAL TERREIN||2030|ANTWERPEN|Pakhuis|Publiek Douane-entrepot type B
BEANRB0441001,B-0441-B|SCHALIENSTRAAT 3|2000|ANTWERPEN|Pakhuis|Publiek Douane-entrepot type B
BEANRB0476001,ANTVERPIA 1|OMLIGGEND TERREIN|2030|ANTWERPEN|Pakhuis|Publiek Douane-entrepot type B
BEANRB0476002,ANTVERPIA 2-3-4||2030|ANTWERPEN|Pakhuis|Publiek Douane-entrepot type B
BEANRB0544001,B-0544-B|SCHALIENSTRAAT 3|2000|ANTWERPEN|Pakhuis|Publiek Douane-entrepot type B
BEANRB0549001,B-0549-B|SCHALIENSTRAAT 3|2000|ANTWERPEN|Pakhuis|Publiek Douane-entrepot type B
BEANRB0561001,GENERALE VINICOLE|MAGAZIJN 1 & 2|2030|ANTWERPEN|Pakhuis|Publiek Douane-entrepot type B
BEANRB0564001,TERREINEN EN LOODSEN||2030|ANTWERPEN|Pakhuis|Publiek Douane-entrepot type B
BEANRB0833001,CONTAINERTERMINAL||2040|ANTWERPEN|Pakhuis|Publiek Douane-entrepot type B
BEANRB1066001,B-1066-B|ROSTOCKWEG 1 HAVEN 212|2030|ANTWERPEN|Pakhuis|Publiek Douane-entrepot type B
BEANRB1394001,B-1394-B|ROSTOCKWEG 1 HAVEN 212|2030|ANTWERPEN|Pakhuis|Publiek Douane-entrepot type B
BEANRB1403001,B-1403-B|LUITHAGEN HAVEN 18|2030|ANTWERPEN|Pakhuis|Publiek Douane-entrepot type B
BEANRB2637001,CONTAINERTERMINAL|HAVEN 242-250|2030|ANTWERPEN|Pakhuis|Publiek Douane-entrepot type B
BEANRB2640002,ANTOON|GELIJKVLOERS (3600 M²)|2030|ANTWERPEN|Pakhuis|Publiek Douane-entrepot type B
BEANRB2668001,EUROPATERMINAL||2040|ANTWERPEN|Pakhuis|Publiek Douane-entrepot type B
BEANRB2781001,BELFRUCO||2030|ANTWERPEN|Pakhuis|Publiek Douane-entrepot type B
BEANRB2887001,BELFRUCO|LOODS1|2030|ANTWERPEN|Pakhuis|Publiek Douane-entrepot type B
BEANRB2906003,ODIN||2040|ANTWERPEN|Pakhuis|Publiek Douane-entrepot type B
BEANRB2928001,MAGAZIJN||2100|DEURNE|Pakhuis|Publiek Douane-entrepot type B
BEANRBORN1,ECS BORNEM||||Locatie in zeehaven|Aanlegplaats
BEANRC2574001,MAGAZIJNEN DELDO AUTOBANDEN||2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type C
BEANRC2575012,MALAGA||2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type C
BEANRC2575030,RIGA|MAG. 4 SECTIE E + F|9130|KALLO (BEVEREN)|Pakhuis|
BEANRC2728004,NOA|UNIT 2 T/M 5|2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type C
BEANRC2748001,SILO'S||2900|SCHOTEN|Pakhuis|Particulier Douane-entrepot type C
BEANRC2756001,|AFGEBAKENDE PARKEERRUIMTE-H 1235/12|9130|KALLO|Pakhuis|Particulier Douane-entrepot type C
BEANRC2767001,DE SCHELDE||2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type C
BEANRC2769001,BOOST NUTRICION||2170|MERKSEM|Pakhuis|Particulier Douane-entrepot type C
BEANRC2769002,BOOST NUTRICION||2900|SCHOTEN|Pakhuis|Particulier Douane-entrepot type C
BEANRC2769003,LABOR 1 + 2||2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type C
BEANRC2779001,MICHIELSSENS TRADING||2100|DEURNE|Pakhuis|Particulier Douane-entrepot type C
BEANRC2814017,ZEB 3||2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type C
BEANRC2842001,SEA TANK TERMINAL ANTWERP|TANKS OP KAAIEN 254 TOT 314|2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type C
BEANRC2872001,SEA-TANK TERMINAL ANTWERP|TANKPARKEN 1-10|2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type C
BEANRC2885001,SEA-TANK 510||2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type C
BEANRC2911001,KSL||2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type C
BEANRCA00003001,EVONIK ANTWERPEN N.V.||2040|ANTWERPEN|Pakhuis|
BEANRCA00003003,VAN MOER RAIL|KRUIPIN|9130|KALLO|Pakhuis|
BEANRCA00008001,EVONIK ANTWERPEN N.V.||2040|ANTWERPEN|Pakhuis|
BEANRCA00008005,KATOEN NATIE – NOORDKASTEEL|ZWARTE WEG|2030|ANTWERPEN|Pakhuis|
BEANRCA00008006,KATOEN NATIE – VALKENIERSNATIE|LUITHAGEN 9|2030|ANTWERPEN|Pakhuis|
BEANRCA00011001,SCANIA ANTWERPEN|HAVEN|2030|ANTWERPEN|Pakhuis|
BEANRCA00017001,EUROPORTS N.V.|HAVEN 172/182|2030|ANTWERPEN|Pakhuis|
BEANRCA00038001,MONSANTO EUROPE N.V.|SCHELDELAAN 640|2040|ANTWERPEN|Pakhuis|
BEANRCA00038002,OILTANKING N.V.|SCHELDELAAN 450|2040|ANTWERPEN|Pakhuis|
BEANRCA00038006,VLS SERVAES|KRUISWEG 1|2040|ANTWERPEN|Pakhuis|
BEANRCA00058001,VOPAK TERMINAL EUROTANK|INDUSTRIEWEG 16 - HAVEN 399|2030|ANTWERPEN|Pakhuis|
BEANRCA00060001,ATPC TERMINAL|HAVEN 279|2030|ANTWERPEN|Pakhuis|
BEANRCA00068001,SEA TANK 510 NV|MUISBROEKLAAN 47|2030|ANTWERPEN|Pakhuis|
BEANRCA00073001,COVESTRO N.V.|HAVEN 507|2040|ANTWERPEN|Pakhuis|
BEANRCA00074001,BEXCO|D'HERBOUVILLEKAAI 70|2000|ANTWERPEN|Pakhuis|
BEANRCA00078001,||2040|ANTWERPEN|Pakhuis|
BEANRCA00089022,VOLVO CAR BELGIUM NV|BNFW|2030|ANTWERPEN|Pakhuis|
BEANRCA00106005,MOSANTO EUROPE N.V.|SCHELDELAAN 460|2040|ANTWERPEN|Pakhuis|
BEANRCA00106006,ECOWELL|KRUISWEG 9|2040|ANTWERPEN|Pakhuis|
BEANRCA00106007,CORRAL|BLAUWE WEG 5|2030|ANTWERPEN|Pakhuis|
BEANRCA00111021,BNFW|ROSTOCKWEG 1|2030|ANTWERPEN|Pakhuis|
BEANRCP,PASSAGE COÖRDINATIEPUNT = GRENSOVERGANG NEDERLAND – BELGIË|||ANTWERPEN|Locatie in zeehaven|Passageplaats
BEANRCU00001002,VOPAK MAGAZIJN BLAUWHOEF 1|MOERSTRAAT 9|2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type E
BEANRCU00001003,VOPAK MAGAZIJN LOGIWELL|KRUISWEG 6|2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type E
BEANRCU00009005,MANUPORT CONTAINER TERMINAL|NOORDERLAAN 495|2040|ANTWERPEN|Pakhuis|
BEANRCU00009006,ATO-TERMINAL|ZANDVOORT 2|2030|ANTWERPEN|Pakhuis|
BEANRD0157001,BUGA||2018|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type D
BEANRD0283008,MARNIX 3|RIJ B VAN 1 T/M 7|2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type D
BEANRD2553001,TRANSPORT WOUTERS|4000M²|2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type D
BEANRD2553002,KLEIN ZUIDLAND|DEEL|2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type D
BEANRD2553003,TCL3||2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type D
BEANRDD1,DD1|DD1|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANRDD10,DD10|DD10|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANRDD2,DD2|DD2|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANRDD3,DD3|DD3|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANRDD4,DD4|DD4|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANRDD5,DD5|DD5|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANRDD6,DD6|DD6|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANRDD7,DD7|DD7|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANRDD8,DD8|DD8|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANRDD9,DD9|DD9|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANRDDM1,DDM1|DDM1|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANRDDM2,DDM2|DDM2|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANRDDM3,DDM3|DDM3|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANRDDM4,DDM4|DDM4|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANRDDM5,DDM5|DDM5|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANRDDM6,DDM6|DDM6|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANRDP1,DP1|DP1|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANRDP2,DP2|DP2|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANRDP3,DP3|DP3|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANRDP4,DP4|DP4|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANRDP5,DP5|DP5|2030|ANTWERPEN|Locatie in zeehaven|Aanlegplaats
BEANRE0060002,WILMARSDONK II & IV||2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type E
BEANRE0081001,E-0081-B|HAVEN 257 BLAUWEWEG 9|2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type E
BEANRE0149003,VOPAK TERMINAL EUROTANK|TANK 410|2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type E
BEANRE0151001,E-0151-B|HAVEN 257 BLAUWEWEG 9|2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type E
BEANRE0155010,BLAUWHOEF 1||2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type E
BEANRE0155016,LOGIWELL||2000|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type E
BEANRE0155017,ECOWELL||2000|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type E
BEANRE0163003,NOORDZEETERMINAL||2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type E
BEANRE0163004,EUROPATERMINAL||2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type E
BEANRE0168001,TOYOTA||2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type E
BEANRE0183005,HANDICO||2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type E
BEANRE0200002,E-0200-B|MAGAZIJN KRUISWEG|2040|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type E
BEANRE02000032,HERWIG||2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type E
BEANRE020041,ZEEPAARD||2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type E
BEANRE1002004,VOPAK CHEMICALS LOGISTICS BELGIUM NV|VOPAK TERMINAL EUROTANK|2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type E
BEANRE22010036,KATOEN NATIE CUSTOMS SERVICES||2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type E
BEANRE2201009,|HAVEN 249-255|2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type E
BEANRE2201017,E-2201-B||9130|KALLO (BEVEREN)|Pakhuis|
BEANRE2222002,"DE VALK|UNIT 1, 2 EN 3|2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type D"
BEANRE2232003,||2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type E
BEANRE2235002,CENTER 2||2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type E
BEANRE2235003,CENTER 5||2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type E
BEANRE2237001,BELFRUCO|KOELLOODSEN 182-198|2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type E
BEANRE2237002,BELFRUCO|KOELLOODSEN 206-212|2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type E
BEANRE2237003,BELFRUCO|KOELLOODSEN 220-228|2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type E
BEANRE2237008,BELFRUCO||2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type E
BEANRE2237009,DROGE LOODS||2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type E
BEANRE2237010,ELS 1 EN ELS 2||2030|ANTWERPEN|Pakhuis|Particulier Douane-entrepot type E
